,words,repeated
0,fireplacewitch i,0
1,i want,22
2,want new,9
3,new moots,0
4,moots im,0
5,im cool,9
6,cool with,9
7,with anyone,9
8,anyone booktwt,0
9,booktwt filmtwt,0
10,filmtwt arttwt,0
11,arttwt studytwt,0
12,studytwt etc,0
13,etc just,0
14,just be,9
15,be and,9
16,and nice,0
17,so yeah,1
18,yeah follow,9
19,follow meâ,0
20,Lauren OTD,0
21,OTD â,0
22,â Pandro,0
23,Pandro S,0
24,S Berman,0
25,Berman Aged,0
26,Aged US,0
27,US filmmaker,0
28,filmmaker b,0
29,Picture of,0
30,of Dorian,0
31,Dorian Gray,0
32,Gray The,0
33,The Three,0
34,Three Musketeers,0
35,Musketeers The,0
36,The Briâ,0
37,The Picture,0
38,ambageni httpstcofVoMAPMmL,0
39,BooksStoryline Ten,0
40,Ten great,0
41,great lines,20
42,lines from,20
43,from novels,0
44,novels âœThe,0
45,âœThe curves,0
46,curves of,20
47,of your,20
48,your lips,20
49,lips rewrite,20
50,rewrite historyâ,0
51,historyâ âOscar,0
52,âOscar Wilde,0
53,Wilde The,0
54,Gray âœI,0
55,âœI toâ,0
56,LiteratureFace What,0
57,What the,0
58,the invention,2
59,invention of,2
60,of oilpainting,0
61,oilpainting was,0
62,was to,4
63,to the,21
64,the Venetians,0
65,Venetians the,0
66,the face,4
67,face of,4
68,of Antinous,0
69,Antinous was,0
70,to late,2
71,late Greek,0
72,Greek sculpture,0
73,sculpture and,0
74,and the,34
75,the facâ,0
76,bookhooe btw,0
77,btw helloo,7
78,helloo im,0
79,im new,2
80,new to,13
81,to booktwt,0
82,booktwt amp,0
83,amp im,0
84,im looking,2
85,looking for,11
86,for some,10
87,some moots,0
88,aristole and,7
89,and dante,7
90,dante discover,7
91,discover the,8
92,the secrets,7
93,secrets of,7
94,of tâ,0
95,Chiltern Classic,0
96,Classic series,0
97,series is,1
98,is so,5
99,so beautiful,1
100,beautiful ðŸ,0
101,ðŸ want,0
102,want The,0
103,Gray but,0
104,but its,0
105,its not,0
106,not available,1
107,available in,1
108,in the,34
109,the store,1
110,store httpstcocwRmdiqiP,0
111,ryanthestan picture,1
112,picture of,585
113,of dorian,681
114,dorian gray,351
115,gray is,10
116,is really,1
117,really good,1
118,good but,2
119,but if,1
120,if you,6
121,you donât,0
122,donât want,0
123,want to,28
124,to read,9
125,read a,1
126,a full,1
127,full novel,0
128,novel i,1
129,i suggest,1
130,suggest starting,1
131,starting out,1
132,out with,1
133,with some,1
134,some of,6
135,of his,1
136,his plays,1
137,plays the,0
138,the importance,1
139,importance of,2
140,of being,4
141,being ernest,1
142,ernest amp,0
143,amp a,0
144,a woman,1
145,woman of,1
146,of no,3
147,no importance,1
148,importance were,1
149,were a,2
150,a couple,1
151,couple of,2
152,of my,25
153,my favs,0
154,follow me,1
155,me if,2
156,if u,3
157,u like,0
158,RTLIKE PLEASE,0
159,PLEASE ðŸ,0
160,currently manifesting,0
161,manifesting a,1
162,a picture,7
163,gray situation,1
164,situation where,1
165,where each,1
166,each time,1
167,time I,0
168,I stub,0
169,stub my,1
170,my toe,1
171,toe or,1
172,or slam,1
173,slam my,1
174,my elbow,1
175,elbow into,1
176,into something,1
177,something the,2
178,the stanley,1
179,stanley cup,1
180,cup takes,1
181,takes my,1
182,my damage,0
183,damage i,0
184,want it,1
185,it to,3
186,to have,1
187,have the,7
188,the texture,1
189,texture of,1
190,of a,16
191,a thimble,0
192,I read,0
193,read The,0
194,Gray and,0
195,and attached,1
196,attached myself,1
197,myself to,1
198,to Lord,0
199,Lord Henry,0
200,Henry Wotton,0
201,Wotton at,0
202,at too,1
203,too impressionable,1
204,impressionable an,1
205,an age,1
206,age and,1
207,and now,1
208,now I,0
209,I will,0
210,will literally,1
211,literally do,1
212,do anything,1
213,anything just,1
214,just for,1
215,for the,33
216,the experience,0
217,gatitomars the,1
218,the picture,483
219,gray and,14
220,the secret,3
221,secret history,3
222,history i,0
223,i have,10
224,have successfully,1
225,successfully gotten,1
226,gotten through,1
227,through like,1
228,like one,2
229,one page,1
230,page in,1
231,in both,1
232,both of,1
233,of those,1
234,those bc,1
235,bc im,2
236,im lazy,0
237,lazy i,0
238,i can,5
239,can rec,1
240,rec some,1
241,some comics,0
242,comics web,0
243,web comics,1
244,comics too,1
245,too if,1
246,you want,3
247,Gray will,0
248,will some,1
249,some day,1
250,day be,1
251,be to,1
252,to me,1
253,me Oscar,0
254,Oscar Wilde,0
255,estou lendo,0
256,do george,1
257,george orwell,0
258,gray do,3
259,do oscar,1
260,oscar wilde,41
261,I think,0
262,think getting,1
263,getting volumes,1
264,volumes of,1
265,of black,1
266,black butler,1
267,butler and,1
268,gray in,3
269,in a,22
270,a single,2
271,single library,1
272,library trip,1
273,trip is,1
274,is probably,1
275,probably a,1
276,a symptom,1
277,symptom of,1
278,of some,2
279,some previously,1
280,previously undescribed,1
281,undescribed mental,1
282,mental illness,0
283,âœI took,0
284,took a,4
285,a deep,4
286,deep breath,4
287,breath and,4
288,and listened,4
289,listened to,4
290,the old,6
291,old brag,4
292,brag of,4
293,my heart,1
294,heart I,0
295,I am,0
296,am I,0
297,I amââSylvia,0
298,amââSylvia Plath,0
299,Plath The,0
300,The Bell,0
301,Bell Jar,0
302,Jar httpstcoyqlZmbqcmA,0
303,httpstcoyqlZmbqcmA books,0
304,books writing,0
305,writing writerslife,0
306,literarybase The,0
307,The Bribe,0
308,Bribe Father,0
309,Father of,0
310,of Bride,0
311,Bride Ivanhoe,0
312,Ivanhoe Knights,0
313,Knights of,0
314,of the,219
315,the Round,0
316,Round Table,0
317,Table Blackboard,0
318,Blackboard Jungle,0
319,Jungle Bhowani,0
320,Bhowani Junction,0
321,Junction BUtterfield,0
322,BUtterfield Sweet,0
323,Sweet Bird,0
324,Bird of,0
325,of Youth,0
326,Youth A,0
327,A Patch,0
328,Patch of,0
329,of Blue,0
330,Blue httpstcoXVuLB,0
331,ââ cr,0
332,cr the,0
333,gray httpstcoEfAdhbIny,0
334,LouiseSalome Some,0
335,Some things,0
336,things are,19
337,are more,19
338,more precious,19
339,because they,19
340,they dont,0
341,dont last,0
342,last long,0
343,You will,0
344,will always,22
345,always be,21
346,be fond,21
347,fond of,22
348,of me,0
349,I represent,0
350,represent to,21
351,to you,21
352,you all,21
353,all thâ,0
354,bookishcrows i,1
355,i think,4
356,think itâs,0
357,itâs going,0
358,going to,2
359,to be,23
360,be the,5
361,Dorian gray,0
362,gray wbu,0
363,MrRaceBannon Like,0
364,Like the,0
365,Gray for,0
366,the Cancervatives,0
367,atlurbanist The,0
368,The first,0
369,first image,7
370,image is,7
371,is a,10
372,a map,7
373,map showing,7
374,showing the,7
375,the footprint,7
376,footprint of,7
377,of buildings,7
378,buildings before,7
379,before parking,7
380,parking dominated,7
381,dominated source,0
382,source Emory,0
383,Emory Library,0
384,To meâ,0
385,i enjoy,0
386,enjoy the,2
387,gray way,1
388,way too,1
389,too much,1
390,wylanloml super,1
391,super basic,1
392,basic but,2
393,but the,26
394,so cliche,0
395,cliche but,1
396,but read,1
397,read the,19
398,the bell,6
399,bell jar,5
400,jar kafka,0
401,kafka by,1
402,by the,5
403,the shore,0
404,shore a,0
405,gray they,0
406,they should,1
407,should watch,1
408,watch trainspotting,0
409,trainspotting sofia,0
410,sofia coppolaâs,0
411,coppolaâs movies,0
412,movies McQueen,0
413,McQueen and,0
414,and bojack,1
415,bojack horseman,1
416,horseman and,1
417,and listen,1
418,listen to,1
419,to slowdive,0
420,slowdive around,0
421,around the,1
422,the fur,0
423,fur geidi,0
424,geidi primes,0
425,primes disintegration,0
426,disintegration crystal,0
427,crystal castles,1
428,castles httpstcoaFSboE,0
429,i did,1
430,did not,2
431,not enjoy,1
432,the ending,1
433,ending of,1
434,gray by,24
435,by oscar,34
436,wilde i,0
437,i turned,1
438,turned the,1
439,the page,1
440,page expecting,1
441,expecting there,1
442,there to,1
443,be more,2
444,more but,2
445,but then,1
446,then it,1
447,it was,7
448,was just,1
449,just the,2
450,the acknowledgments,0
451,acknowledgments so,0
452,so upsettingââ,0
453,upsettingââ was,0
454,was also,1
455,also read,1
456,read in,1
457,the middle,1
458,middle of,1
459,a cafe,1
460,cafe in,1
461,the upper,1
462,upper east,1
463,east side,1
464,side nyc,1
465,nyc while,1
466,while it,1
467,was pouring,1
468,pouring outside,1
469,outside and,1
470,and I,0
471,I had,0
472,gray will,4
473,will forever,2
474,forever be,2
475,be a,2
476,a top,1
477,top tier,1
478,tier book,1
479,book assigned,1
480,assigned from,1
481,from school,0
482,ðŸSome things,0
483,precious because,19
484,long Oscar,0
485,Dorian GrayðŸ,0
486,GrayðŸ This,0
487,This is,0
488,is exactly,2
489,exactly how,2
490,how we,1
491,we feel,2
492,feel about,1
493,about our,1
494,our handmade,1
495,handmade prcious,1
496,prcious cupcakes,1
497,cupcakes and,1
498,and this,2
499,this cheesecakeinspired,0
500,cheesecakeinspired Black,0
501,Black Bottom,0
502,Bottom treat,0
503,treat Available,0
504,Available instore,0
505,instore and,0
506,and online,1
507,online at,1
508,at httpstcoynIwCwI,0
509,httpstcoynIwCwI httpstcokzARXbT,0
510,donât break,0
511,break the,1
512,the chain,0
513,recent th,0
514,th pic,0
515,pic the,0
516,gray quote,0
517,anyone but,1
518,but whoever,1
519,whoever sees,1
520,sees this,1
521,this n,1
522,n wants,1
523,wants do,0
524,do it,0
525,it httpstcoqExwOKbz,0
526,httpstcoqExwOKbz httpstcoEVDXlKD,0
527,DonaldJTrumpJr He,0
528,He is,0
529,is progressing,2
530,progressing along,2
531,along like,2
532,like the,16
533,the painting,5
534,painting in,3
535,the Picture,0
536,omj The,0
537,httpstcoSiNxWfA httpstcoUWgsiBYLzW,0
538,i finished,0
539,finished to,1
540,brendonconnelly Its,0
541,Its a,0
542,a Wonderful,0
543,Wonderful Life,0
544,Life The,0
545,The picture,0
546,Gray Citizen,0
547,Citizen kane,0
548,kane A,0
549,A Matter,0
550,Matter of,0
551,of Life,0
552,Life and,0
553,and Death,0
554,Gray glanced,0
555,glanced at,2
556,at the,21
557,picture and,1
558,and suddenly,2
559,suddenly an,2
560,an uncontrollable,2
561,uncontrollable feeling,2
562,feeling of,2
563,of hatred,2
564,hatred for,2
565,for Basil,0
566,Basil Hallward,0
567,Hallward came,0
568,came over,2
569,over him,0
570,him as,0
571,as though,2
572,though it,2
573,it had,2
574,had been,2
575,been suggested,2
576,suggested to,2
577,to him,3
578,him by,2
579,the image,2
580,image on,2
581,on the,14
582,the canvas,0
583,canvas whispered,0
584,whispered into,2
585,into his,2
586,his ear,2
587,ear by,2
588,by those,2
589,those grinning,2
590,grinning lips,0
591,Mthldamd ah,0
592,ah yes,0
593,yes i,0
594,i already,2
595,already picked,1
596,picked picture,1
597,gray but,5
598,but im,2
599,im quite,0
600,quite sceptical,1
601,sceptical about,1
602,about pride,1
603,pride and,4
604,and prejudice,3
605,prejudice sadly,0
606,sadly these,0
607,these are,2
608,are the,4
609,the only,9
610,only books,1
611,books by,1
612,by said,1
613,said authors,1
614,authors that,1
615,that we,2
616,we can,2
617,can pick,0
618,pick might,0
619,might give,1
620,give it,1
621,it a,2
622,a shot,1
623,shot now,1
624,now that,2
625,that youre,0
626,youre recommending,0
627,recommending it,0
628,it thank,0
629,thank you,2
630,gray if,3
631,if we,2
632,we were,2
633,were villains,1
634,villains httpstcoxtrlYhzaY,0
635,Behind every,0
636,every exquisite,2
637,exquisite thing,2
638,thing that,5
639,that existed,0
640,existed there,0
641,there was,3
642,was something,3
643,something tragicâ,0
644,tragicâ Quoted,0
645,Quoted from,0
646,from our,1
647,our favourite,1
648,favourite duplicitous,1
649,duplicitous tale,0
650,tale Wildes,0
651,Wildes fantastic,0
652,fantastic The,0
653,audle When,0
654,When I,0
655,I like,0
656,like people,6
657,people immensely,6
658,immensely I,0
659,I never,0
660,never tell,6
661,tell their,6
662,their names,6
663,names to,6
664,to any,5
665,any one,0
666,one It,0
667,It is,0
668,is like,9
669,like surrendering,5
670,surrendering a,5
671,a part,5
672,part of,6
673,of them,1
674,them I,0
675,I have,0
676,have grown,4
677,grown to,4
678,to loveâ,0
679,whatâs the,0
680,the point,1
681,point of,1
682,of chapter,1
683,chapter of,2
684,gray i,5
685,i literally,2
686,literally have,1
687,have no,1
688,no idea,1
689,idea what,1
690,what im,2
691,im reading,0
692,Close to,0
693,to my,2
694,heart Pride,0
695,Pride and,0
696,and Prejudice,0
697,Prejudice A,0
698,A streetcar,0
699,streetcar named,1
700,named desire,0
701,desire Wuthering,0
702,Wuthering Heights,0
703,Heights Julius,0
704,Julius Caesar,0
705,Caesar The,0
706,Gray Man,0
707,Man and,0
708,and Superman,0
709,I hate,0
710,hate nothing,1
711,nothing but,2
712,but dislike,1
713,dislike David,0
714,David Copperfield,0
715,Copperfield I,0
716,I just,0
717,just didnt,0
718,didnt like,0
719,like it,1
720,will recommend,1
721,recommend all,1
722,all my,1
723,my close,0
724,close to,0
725,to heart,0
726,heart ones,0
727,ones lol,0
728,lol httpstcoBPGZhNpOR,0
729,LHLRCKERA well,0
730,well i,1
731,i usually,2
732,usually read,2
733,read extracts,1
734,extracts like,1
735,like this,1
736,this people,1
737,people post,0
738,post but,0
739,but ive,1
740,ive been,1
741,been trying,1
742,trying to,1
743,read more,2
744,more i,2
745,i started,2
746,started the,1
747,wilde is,2
748,is often,1
749,often quoted,1
750,quoted and,1
751,and associated,1
752,associated with,1
753,with the,10
754,the modern,1
755,modern da,1
756,da aesthetic,1
757,aesthetic so,1
758,so maybe,3
759,maybe read,1
760,read that,1
761,ppl fancasting,0
762,fancasting ben,1
763,ben barnes,2
764,barnes as,1
765,as sirius,1
766,sirius always,1
767,always makes,1
768,makes me,1
769,me laugh,1
770,laugh like,1
771,the pictures,1
772,pictures they,1
773,they use,1
774,use is,1
775,is from,2
776,from the,3
777,and heâs,0
778,heâs wearing,0
779,wearing all,1
780,all those,1
781,those expensive,1
782,expensive and,1
783,and fancy,1
784,fancy ass,1
785,ass clothes,1
786,clothes and,1
787,and i,15
788,i just,2
789,just go,1
790,go u,1
791,u guys,1
792,guys know,1
793,know sirius,1
794,sirius did,1
795,not want,2
796,want anything,1
797,anything to,1
798,to do,2
799,do with,1
800,with his,1
801,his rich,1
802,rich ass,1
803,ass family,1
804,family right,0
805,rvngelife i,1
806,read YA,0
807,YA romance,0
808,romance novels,1
809,novels and,1
810,and id,1
811,id like,1
812,like to,2
813,to broaden,1
814,broaden my,1
815,my horizons,0
816,horizons so,0
817,so anything,1
818,anything you,1
819,you like,1
820,like i,2
821,did like,1
822,gray though,0
823,Plays The,0
824,Gray roles,0
825,roles httpstcoyKwCbaBtOv,0
826,pantheonrry wait,1
827,wait what,1
828,what about,1
829,about the,4
830,currently reading,3
831,Gray by,0
832,by Oscar,0
833,Wilde amp,0
834,amp at,0
835,at this,1
836,this point,1
837,point just,1
838,just assume,1
839,assume Iâm,0
840,Iâm reading,0
841,reading Priory,0
842,Priory until,0
843,until I,0
844,I say,0
845,say Iâm,0
846,Iâm done,0
847,To me,0
848,me this,0
849,this is,8
850,is Atlantas,0
851,Atlantas Picture,0
852,Gray the,0
853,the ugly,2
854,ugly reality,1
855,reality at,1
856,the citys,0
857,citys historic,0
858,historic heart,1
859,heart which,1
860,which displays,1
861,displays our,1
862,our soul,1
863,soul in,1
864,in contrast,1
865,contrast to,1
866,to a,3
867,a facade,1
868,facade of,1
869,of progress,0
870,progress httpstcoUHIkxpic,0
871,vejinhand Let,0
872,Let me,0
873,me correct,1
874,correct myself,0
875,myself Ive,0
876,Ive read,0
877,read other,1
878,other disturbingly,1
879,disturbingly sck,0
880,sck books,0
881,books over,1
882,over the,1
883,the years,0
884,years a,0
885,a Flowers,0
886,Flowers in,0
887,the Attic,0
888,Attic b,0
889,b the,0
890,the Hannibal,0
891,Hannibal Lecter,0
892,Lecter series,0
893,series c,0
894,c The,0
895,Gray Creepy,0
896,Creepy creepy,0
897,creepy ones,0
898,ones But,0
899,But what,0
900,what a,1
901,a read,1
902,donysus youâve,0
903,youâve probably,0
904,probably read,1
905,read it,2
906,it but,1
907,gray ðŸªðŸª,0
908,Wilde and,0
909,and Our,0
910,Our Little,0
911,Little Cruelties,0
912,Cruelties by,0
913,by Liz,0
914,Liz Nugent,0
915,Nugent came,0
916,came to,2
917,to mind,1
918,mind firstâï,0
919,firstâï httpstcoxePrPybigU,0
920,The more,0
921,more I,0
922,I watch,0
923,watch these,1
924,these Constitutional,0
925,Constitutional Court,0
926,Court proceedings,0
927,proceedings the,0
928,the more,1
929,am reminded,1
930,reminded of,1
931,of this,2
932,this passage,1
933,passage from,1
934,from Oscar,0
935,Oscar Wildes,0
936,Wildes novel,0
937,novel The,0
938,MrSCrane âœSome,0
939,âœSome things,0
940,they donât,0
941,donât last,0
942,last longâ,0
943,longâ Oscar,0
944,Gray httpstcoooTiâ,0
945,divabraxos âïUpdating,0
946,âïUpdating this,0
947,this If,0
948,If you,0
949,Stormlight Archive,0
950,The Poppy,0
951,Poppy War,0
952,Red Rising,0
953,The Lies,0
954,Lies of,0
955,of Locke,0
956,Locke Lamora,0
957,Old movie,0
958,movie Dorian,0
959,Gray is,0
960,is about,1
961,about a,1
962,a man,2
963,man who,2
964,who kept,1
965,kept a,1
966,of himself,1
967,himself which,1
968,which aged,1
969,aged over,1
970,over time,1
971,time instead,1
972,instead of,2
973,the man,2
974,man All,0
975,All the,0
976,the evil,1
977,evil he,1
978,he committed,1
979,committed showed,1
980,showed up,1
981,up on,1
982,picture while,1
983,while the,1
984,the living,1
985,living man,1
986,man retained,1
987,retained his,1
988,his physical,1
989,physical beauty,0
990,beauty Picture,0
991,Picture horrible,0
992,horrible man,0
993,man handsome,0
994,handsome Bill,0
995,Bill no,0
996,no longer,1
997,longer handsome,1
998,handsome httpstcolbSFgiWtz,0
999,Wilde httpstcotvNDkYqL,0
1000,I saw,0
1001,saw Francis,0
1002,Francis Greenslade,0
1003,Greenslade if,0
1004,if memory,0
1005,memory serves,1
1006,serves me,1
1007,me correctly,0
1008,correctly as,0
1009,as a,3
1010,a teenager,1
1011,teenager at,1
1012,at Club,0
1013,Club Foote,0
1014,Foote in,0
1015,in Adelaide,0
1016,Adelaide doing,0
1017,doing The,0
1018,Gray An,0
1019,An underrated,0
1020,underrated super,1
1021,super talent,0
1022,talent httpstcoydAiBkOI,0
1023,SanaMun When,0
1024,have grownâ,0
1025,to love,2
1026,love secrecy,0
1027,secrecy It,0
1028,It seems,0
1029,seems to,3
1030,the one,4
1031,one thing,11
1032,that can,2
1033,can make,2
1034,make modern,2
1035,modern life,2
1036,life mysterious,2
1037,mysterious or,2
1038,or marvellous,2
1039,marvellous to,2
1040,to us,0
1041,oswinpxnd â,0
1042,â he,0
1043,he loved,1
1044,loved classic,1
1045,classic and,1
1046,and gothic,1
1047,gothic literature,0
1048,literature preferably,0
1049,preferably oscar,1
1050,wilde the,5
1051,gray specifically,0
1052,specifically and,0
1053,and edgar,1
1054,edgar allen,1
1055,allen pâ,0
1056,The Futureheads,0
1057,Futureheads A,0
1058,A Picture,0
1059,Picture Of,0
1060,Of Dorian,0
1061,httpstcooYalBnPuT via,0
1062,paullicino Thereâs,0
1063,Thereâs a,0
1064,a creepy,1
1065,creepy Picture,0
1066,Gray thing,0
1067,thing happening,1
1068,happening here,1
1069,here where,1
1070,where the,2
1071,the bearâs,0
1072,bearâs expression,0
1073,expression is,1
1074,is your,3
1075,your expression,1
1076,expression from,1
1077,from image,1
1078,image as,1
1079,as if,2
1080,if he,2
1081,he absorbs,1
1082,absorbs the,1
1083,the melancholy,1
1084,melancholy that,1
1085,that poisons,1
1086,poisons your,1
1087,your life,1
1088,life while,1
1089,while you,2
1090,you are,3
1091,are free,1
1092,free to,1
1093,to live,2
1094,live in,1
1095,in decadence,1
1096,decadence and,1
1097,and turpitude,0
1098,BlackDouglas Considering,0
1099,Considering how,0
1100,how bad,1
1101,bad he,1
1102,he looks,1
1103,looks the,0
1104,picture in,3
1105,the attic,3
1106,attic must,1
1107,must be,1
1108,be truly,1
1109,truly ghastly,0
1110,ghastly Small,0
1111,Small thing,0
1112,that always,1
1113,always niggles,1
1114,niggles my,1
1115,my mild,1
1116,mild OCDIts,0
1117,OCDIts The,0
1118,Gray Not,0
1119,Not portrait,0
1120,portrait Not,0
1121,Not your,0
1122,your fault,0
1123,fault a,0
1124,a common,1
1125,common misconception,0
1126,misconception Please,0
1127,Please forgive,0
1128,forgive me,1
1129,me for,1
1130,for being,3
1131,being slightly,1
1132,slightly pedantic,0
1133,pedantic ðŸðŸðŸ,0
1134,ðŸðŸðŸ httpstcokvSAOXp,0
1135,Apostrophe The,0
1136,Gray blackandwhitephotography,0
1137,blackandwhitephotography httpstcotdoDiHcyEJ,0
1138,reading the,13
1139,i fORGOT,0
1140,fORGOT how,0
1141,how i,3
1142,i imagined,1
1143,imagined the,1
1144,the characters,1
1145,characters and,1
1146,and how,1
1147,how fruity,1
1148,fruity this,1
1149,this book,1
1150,book is,4
1151,is ðŸâðŸðŸª,0
1152,KennethFisherJR The,0
1153,The alchemist,0
1154,Divine Error,0
1155,Reading a,0
1156,a book,2
1157,book thats,0
1158,thats like,0
1159,like if,1
1160,if the,2
1161,Gray took,0
1162,took place,1
1163,place in,1
1164,in Pittsburgh,0
1165,Pittsburgh in,0
1166,the s,0
1167,s and,0
1168,and Basil,0
1169,Basil was,0
1170,was homophobic,0
1171,Oh dear,0
1172,dear Biden,0
1173,Biden just,0
1174,just came,1
1175,my door,1
1176,door and,1
1177,and took,1
1178,took my,3
1179,my Bibles,0
1180,Bibles guns,0
1181,guns meat,0
1182,meat some,0
1183,some silverware,0
1184,silverware my,0
1185,my picture,1
1186,Gray my,0
1187,my coziest,1
1188,coziest comforter,0
1189,comforter and,0
1190,and a,3
1191,a lightsaber,0
1192,lightsaber he,0
1193,he put,1
1194,put up,1
1195,up my,1
1196,my Christmas,0
1197,Christmas tree,0
1198,tree and,1
1199,and tore,1
1200,tore it,1
1201,to shreds,0
1202,shreds then,0
1203,then kicked,1
1204,kicked a,1
1205,a puppy,1
1206,puppy on,1
1207,the way,1
1208,way out,0
1209,Tonight for,0
1210,the third,1
1211,third or,1
1212,or fourth,1
1213,fourth time,1
1214,I can,0
1215,can remember,1
1216,remember dad,1
1217,dad asked,1
1218,asked me,2
1219,if it,2
1220,was Edgar,0
1221,Edgar Allan,0
1222,Allan Poe,0
1223,Poe who,0
1224,who wrote,1
1225,wrote The,0
1226,and if,2
1227,if You,0
1228,You cant,0
1229,cant go,0
1230,go home,1
1231,home again,0
1232,again was,0
1233,was a,6
1234,a Thomas,0
1235,Thomas Paine,0
1236,Paine quote,0
1237,â The,0
1238,Gray Oscar,0
1239,Wilde httpstcofDyppoIFS,0
1240,I really,0
1241,really wan,0
1242,wan na,0
1243,na finish,0
1244,finish the,3
1245,gray so,1
1246,so bad,2
1247,bad but,1
1248,but every,1
1249,every time,1
1250,I opened,0
1251,opened it,1
1252,it my,1
1253,my brain,1
1254,brain just,1
1255,just stops,1
1256,stops working,1
1257,working and,1
1258,I suddenly,0
1259,suddenly donât,0
1260,donât know,0
1261,know english,0
1262,âœThe Picture,0
1263,Gray made,0
1264,made me,4
1265,me rabid,0
1266,rabid Like,0
1267,Like I,0
1268,I wanted,0
1269,wanted to,3
1270,to bite,1
1271,bite peopleâ,0
1272,Random insult,0
1273,Oh youâre,0
1274,youâre the,0
1275,the very,1
1276,very picture,0
1277,picture ofâ,0
1278,âDorian Gray,0
1279,listening to,1
1280,to ben,1
1281,barnes reading,1
1282,and smiling,1
1283,smiling at,1
1284,the voices,1
1285,voices he,1
1286,he is,5
1287,is making,1
1288,making but,1
1289,but his,1
1290,his voice,1
1291,voice is,1
1292,so smooth,0
1293,bjorkluvr Im,0
1294,Im definitely,0
1295,definitely into,1
1296,into classics,1
1297,classics theory,0
1298,theory and,0
1299,and history,0
1300,my favorite,3
1301,favorite fiction,1
1302,fiction classics,1
1303,classics are,2
1304,are MobyDick,0
1305,MobyDick To,0
1306,To The,0
1307,The Lighthouse,0
1308,Lighthouse Picture,0
1309,I mainly,0
1310,mainly stick,1
1311,stick to,1
1312,to nonfiction,0
1313,nonfiction these,0
1314,these days,1
1315,days though,0
1316,though currently,0
1317,reading Capital,0
1318,Capital by,0
1319,by Marx,0
1320,Marx and,0
1321,and Mythologies,0
1322,Mythologies by,0
1323,by Roland,0
1324,Roland Barthes,0
1325,I wan,0
1326,na have,0
1327,have my,1
1328,my own,1
1329,own copy,1
1330,copy of,63
1331,of animal,1
